claim,evidence,label
"Kamala Harris “returned” a $5,000 donation Donald Trump made to her campaign in 2011.","In 2011, Donald Trump, as a private citizen, donated $5,000 to Kamala Harris’ California attorney general reelection campaign. In 2013, Trump gave Harris an additional $1,000. | A spokesperson for Harris’ 2020 presidential campaign told McClatchy in 2019 that Harris donated the $6,000 she received from Trump to a nonprofit that advocates for Central Americans’ civil rights. California campaign finance records confirm this donation.",refutes
Kamala Harris “is not eligible to hold the office of president” because her parents were non-citizens.,"Vice President Kamala Harris was born in 1964 in Oakland, California. | The 14th Amendment to the U.S. Constitution says that people born in the United States are citizens. | Only natural-born citizens are eligible to be president, Article II of the Constitution says. Harris, born in the U.S., meets that standard, legal experts said.",refutes
A July 21 video aired by PBS News shows President Joe Biden’s “first video address following dropping out of the presidential race.”,"This video is a deepfake. President Joe Biden hasn’t made any public appearances since he exited the presidential race July 21. | The video was altered from Biden’s speech on July 14, after former President Donald Trump’s attempted assassination. | Biden is recovering from COVID-19 and said July 21 that he would address the nation later in the week.",refutes
Bill Gates is responsible for July 19 global tech outage.,"CrowdStrike, a cybersecurity company, said its faulty software update was responsible for a July 19 global technology outage affecting devices using Microsoft software. | Bill Gates does not own CrowdStrike and he stepped down as Microsoft chief executive officer 24 years ago.",refutes
"An executive of the gay dating app Grindr said the Republican National Convention is ""basically Grindr’s Super Bowl.'”",The claim originated from a satire account. | We found no credible reports that the company’s CEO called the Republican National Convention Grindr’s Super Bowl.,refutes
A photo shows a Secret Service sniper at the July 13 Trump rally wearing a red string bracelet tied to Kabbalah Judaism.,"Although the photo is authentic, it doesn’t depict the sniper wearing a red string bracelet. | The zoomed-in photo shows the sniper wearing two bracelets on his left wrist: a black band with red letters and a black string with red and black beads. Those bracelets bear little resemblance to the red string followers of mystical Judaism, or Kabbalah, wear.",refutes
"After being shot at a Milwaukee rally in 1912, former President Teddy Roosevelt “finished his speech and he kept fighting.”","When former President Donald Trump headed to Milwaukee after an attempt on his life at a rally in Pennsylvania, conservatives sought to tie him to a former president who was shot in the city. | In 1912, Teddy Roosevelt was shot leaving the Gilpatrick Hotel in Milwaukee on his way to give a speech. Historical reports show his metal glasses case in his coat pocket, and a thick copy of his prepared remarks, slowed the bullet. | Roosevelt went on to deliver a lengthy speech. He wasn’t shot during the rally itself, as Trump was — rather beforehand, and he decided to go speak anyway. | Though Donald Trump Jr. got that detail wrong in his attempt to relate the incident to what happened to his father, he’s largely right about the story.",supports
"""Unlike Mike Pence, (JD) Vance said he would have carried out Trump's plan to overturn the 2020 election.""","Republican vice presidential nominee JD Vance told ABC News in February 2024 that if he had been vice president in 2020, he would have told states, ""we needed to have multiple slates of electors."" That’s in line with what former President Donald Trump and his allies wanted to do. | Vance has said in interviews that the election was ""stolen"" from Trump.",supports
A photo shows proof of a bullet hole in Trump’s jacket.,"Although the photo is authentic, it doesn’t show proof of a bullet in former President Donald Trump’s chest. | The apparent hole is a crease in a Secret Service agent’s jacket. The crease was also captured in a video of the shooting’s aftermath, which shows it disappearing as the agent moves. | Neither Trump, the FBI investigators, nor any major news outlets have mentioned a bullet hitting Trump’s chest.",refutes
"Milwaukee's Marcus Performing Arts Center – where 'The Daily Show' had been scheduled – “was originally located in the ‘soft perimeter,’ they called it, security-wise” but “was shifted, understandably so, to the ‘hard perimeter.’”","The RNC’s security ""hard zone,"" where people need credentials to enter, encompasses the convention’s main buildings: Fiserv Forum, the UW-Milwaukee Panther Arena, and the Baird Center. | Following the attempted assassination of former President Donald Trump in Pennsylvania, the director of the Secret Service said her agency’s security plan had been ""strengthened"" but that there were no changes to the perimeters of the security zone. | At the time that ""The Daily Show"" canceled its Milwaukee trip, there were still questions about whether those security perimeters could change. But by the time Stewart was addressing his viewers about the canceled trip, there were no stated changes to the perimeters. | The Marcus Center, where he was set to host his show, was not, and still is not, in the security ""hard zone"" as Stewart claimed.",refutes
