claim,label_multi,label_bin,speaker,date_parsed
"“Out of the 28 North Carolina counties destroyed by Hurricane Helene, 26 of them supported President Trump in the 2020 election … If you’re wondering why the government hasn’t helped these people, now you know why.”",refutes,0,Instagram posts,2024-10-07
"Video shows Oct. 6, 2024, fires in Beirut caused by Israeli airstrikes.",refutes,0,Instagram posts,2024-10-07
"“Kamala Harris permitió la entrada a Estados Unidos de 13.000 extranjeros ilegales condenados por asesinato"".",refutes,0,X posts,2024-10-07
FEMA “blocked a runway” at a South Carolina airport and “halted” hurricane relief flights.,refutes,0,Instagram posts,2024-10-07
Dockworkers went on strike because “they hear screaming children inside shipping containers!”,refutes,0,Viral image,2024-10-07
"“Breaking: Kansas City Chiefs refuse to host a Pride Night, ‘It’s woke agenda’”",refutes,0,Facebook posts,2024-10-07
"When New Hampshire gubernatorial nominee Kelly Ayotte served on two companies’ boards, one “laid off 18,000 workers” and the other “laid off 1,200 American workers, moving jobs overseas.”",supports,1,New Hampshire Democratic Party,2024-10-07
"In Manchester, N.H., gubernatorial candidate Joyce Craig “pushed for a city sales tax. Then, Joyce Craig overrode the tax cap and tried to raise taxes six times.”",supports,1,Kelly Ayotte,2024-10-07
Video shows a missile strike on Israel.,refutes,0,Instagram posts,2024-10-07
The Federal Emergency Management Agency “is confiscating supplies and donations!”,refutes,0,Facebook posts,2024-10-06
"“The $750 from FEMA that Kamala Harris is offering them is actually a loan, not real relief. And that if they don’t pay it back the feds can seize their property.”",refutes,0,X posts,2024-10-06
"""Missouri registered 78,421 in just one week of February of this year. Out of that number, 23,253 were dead people!""",refutes,0,Instagram posts,2024-10-04
"With U.S. Customs and Border Protection’s CBP One app, it “takes less than 5 minutes and zero documentation to get approved as an illegal immigrant and be flown to the United States with air tickets paid for by the American taxpayer.”",refutes,0,Elon Musk,2024-10-04
"Vice President Kamala Harris' comments in Augusta, Georgia, show the Biden administration is offering Hurricane Helene victims only $750 in relief.",refutes,0,Instagram posts,2024-10-04
"North Carolina removed 747,000 voters from the voter rolls to try to “steal the election.”",refutes,0,Instagram posts,2024-10-04
"Imágenes en este video de un tobogán inflable volando son de la ""tormenta tropical helena en Florida EEUU"".",refutes,0,Facebook posts,2024-10-04
"""Elon Musk Declares: ‘Pride flags should be banned from classrooms, forever!’""",refutes,0,Facebook posts,2024-10-04
"Imágenes en este video son del ""Huracan helen en la Florida"".",refutes,0,Instagram posts,2024-10-04
Project 2025 would “cut” the Federal Emergency Management Agency and “kill federal-backed flood insurance.”,supports,1,Social Media,2024-10-03
Kamala Harris campaign ad “features a mother expressing regret for not having an abortion.”,refutes,0,X posts,2024-10-03
“Breaking: Pete Buttigieg reveals that he is HIV-positive.”,refutes,0,X posts,2024-10-03
"Says Elon Musk said on X, “Go to my crypto project.”",refutes,0,Viral image,2024-10-03
"Rep. Ruben Gallego is “controlled by the cartels. His own father was a Colombian drug trafficker, and so he’s got links to the cartel.”",refutes,0,Kari Lake,2024-10-03
"Says immigrants with temporary protections in Springfield, Ohio, are “illegal immigrants.”",refutes,0,JD Vance,2024-10-03
Video shows an Iranian missile attack.,refutes,0,X posts,2024-10-03
"Photo shows Gatlinburg, Tennessee, flooded on Sept. 30, 2024.",refutes,0,Viral image,2024-10-03
Sean “Diddy” Combs wrote the book “The Adrenochrome Witch.”,refutes,0,Instagram posts,2024-10-03
"Says opponent Sen. Tammy Baldwin “gave our taxpayer money to a transgender-affirming clinic … that does it without even telling parents.""",refutes,0,Eric Hovde,2024-10-03
Video shows “FBI finds human remains at a McDonald’s meat supplier.”,refutes,0,Instagram posts,2024-10-02
Video shows Sean “Diddy” Combs speaking “from prison.”,refutes,0,Viral image,2024-10-02
“Weatherman loses it live on air” during broadcast about Hurricane Helene.,refutes,0,Threads posts,2024-10-02
Image shows a photo of former President Donald Trump wading through floodwater after Hurricane Helene.,refutes,0,Viral image,2024-10-02
"Kamala Harris ""let in the 13,099 convicted murderers and opposes all efforts to find them and to remove them.""",refutes,0,Donald Trump,2024-10-02
“Georgia coach Kirby Smart's family ends relationship with Taylor Swift: ‘We do not support her endorsement.’”,refutes,0,Facebook posts,2024-10-01
“TD Jakes MYSTERIOUSLY VANISHES: The search for the renowned bishop begins!”,refutes,0,Viral image,2024-10-01
A biolab caught fire in Georgia right before the 2024 election.,refutes,0,X posts,2024-10-01
Vice President Kamala Harris “even wants to legalize fentanyl.”,refutes,0,Donald Trump,2024-10-01
"Photo shows President Joe Biden lounging on the beach ""while towns all over America were being wiped out” by Hurricane Helene.",refutes,0,X posts,2024-09-30
“Biden Announces: ‘2.4 billion more to Ukraine’ but ‘no more aid for Hurricane Helene.’”,refutes,0,Social Media,2024-09-30
"“Olympic boxer Imane Khelif fails gender test, stripped of all titles, lifetime ban and $25 million prize money revoked!”",refutes,0,Facebook posts,2024-09-30
"Georgia Gov. Brian Kemp was calling President Joe Biden after Hurricane Helene but ""hasn't been able to get him.”",refutes,0,Donald Trump,2024-09-30
“Video shows Kamala (Harris) responding to someone talking through her earrings that she allegedly wore during the Trump vs. Harris debate.”,refutes,0,Viral image,2024-09-30
"U.S. Sen. Jon Tester “voted to give taxpayer-funded health care to illegal immigrants.""",refutes,0,Tim Sheehy,2024-09-30
“Kamala involved in P-Diddy’s rapes and assaults.”,refutes,0,Instagram posts,2024-09-30
“Donald Trump said he was going to allow Medicare to negotiate drug prices. He never did. We did.”,supports,1,Kamala Harris,2024-09-30
Video shows “the bunker-busting bombs that ended the lives of (Hassan) Nasrallah and Hezbollah’s leadership.”,refutes,0,X posts,2024-09-29
Shows video of damage from Hurricane Helene.,refutes,0,Facebook posts,2024-09-28
"En el sur de Filadelfia, la campaña de Kamala Harris “está pagando a la gente $700 por semana para viajar y asistir a todos sus eventos”.",refutes,0,TikTok posts,2024-09-27
Hurricane Helene was the product of intentional weather modification.,refutes,0,Instagram posts,2024-09-27
Video shows footage of Hurricane Helene,refutes,0,Instagram posts,2024-09-27
Florida’s Amendment 3 is “the monopoly amendment.”,refutes,0,Vote No on 3,2024-09-27
“El Proyecto 2025 quiere deshacerse de la NOAA” y del Servicio Nacional de Meteorología.,supports,1,Jared Moskowitz,2024-09-27
"Vice President Kamala Harris responded, “Next question please,” when asked about the economy during an Aug. 29 CNN interview.",refutes,0,Social Media,2024-09-27
Melania Trump “was an escort.”,refutes,0,Threads posts,2024-09-27
“Serena Williams reportedly passes away following tragic car crash in Texas.”,refutes,0,Facebook posts,2024-09-27
“Elon Musk silences Taylor Swift: Shocking ban wipes out 1 million followers and costs her a staggering $72 million!”,refutes,0,Facebook posts,2024-09-27
“Project 2025 wants to get rid of NOAA” and the National Weather Service.,supports,1,Jared Moskowitz,2024-09-26
The government is arming “illegal immigrants.”,refutes,0,Instagram posts,2024-09-26
"Haitians are responsible for the disappearance of 16 cats in Bangor, Maine.",refutes,0,Instagram posts,2024-09-26
Photos show a toddler “saved” by Deputy Tyler Cooper.,refutes,0,Facebook posts,2024-09-26
"Says Donald Trump said, “Women are miserable — not sexy, not safe.”",refutes,0,Threads posts,2024-09-26
“Taylor Swift faces a 10-game NFL ban following controversial political involvement.”,refutes,0,Facebook posts,2024-09-26
"The Inflation Reduction Act, which Rep. Elissa Slotkin supported, “drove inflation higher.”",refutes,0,Americans for Prosperity Action,2024-09-26
Image of people boarding up a window shows Michigan election officials are “preparing to steal this election”,refutes,0,X posts,2024-09-26
"In South Philadelphia, people are “getting paid $700 a week to go to wherever Kamala’s campaign tells them to go to.”",refutes,0,TikTok posts,2024-09-26
"Bill Gates dijo que ""estamos tomando cosas que son ya sabes organismos genéticamente modificados y los estamos inyectando en los brazos de niños pequeños"" en el contexto de las vacunas.",refutes,0,Facebook posts,2024-09-26
"Photo shows missing couple Raymond Peterson and his wife, Sophie.",refutes,0,Facebook posts,2024-09-26
“Oprah is a sex trafficker. She’s been caught and now has to be escorted around” by U.S. marshals,refutes,0,Threads posts,2024-09-25
Says John Fetterman said he’s “voting for Trump.”,refutes,0,Threads posts,2024-09-25
"“Taylor Swift’s concert attendance drops after Harris endorsement: ‘No Fans, just empty seats and echoes.’”",refutes,0,Facebook posts,2024-09-25
Jon Tester “supported slashing Social Security benefits”,refutes,0,Tim Sheehy,2024-09-25
"Florida ""put Tom Walz instead of Tim Walz"" on its ballots.",supports,1,Threads posts,2024-09-25
"“Donald Trump added more to the national debt than any other president, ever.”",supports,1,Tim Walz,2024-09-25
Video shows Vice President Kamala Harris “hammered.”,refutes,0,Viral image,2024-09-24
Travis Kelce endorsed Kamala Harris.,refutes,0,Threads posts,2024-09-24
"""Profesores de la Universidad de Howard confirman: 'Kamala fue la peor estudiante de la historia'"".",refutes,0,Facebook posts,2024-09-24
Video shows Vice President Kamala Harris using a teleprompter.,refutes,0,X posts,2024-09-24
"Tim Walz said ""we can't afford four more years"" of Kamala Harris.",refutes,0,Instagram posts,2024-09-24
“The last union member on a national ticket (was) Ronald Reagan.”,refutes,0,Tim Walz,2024-09-24
Photo shows a toilet after “some Hezbollah operative blew up.”,refutes,0,X posts,2024-09-24
“The Montana Secretary of State left Kamala Harris off the ballot.”,supports,1,Social Media,2024-09-24
“A staffer reveals that Kamala Harris doesn’t actually own a gun.”,refutes,0,Instagram posts,2024-09-23
"When Haitians go to school in Springfield, Ohio, they “take the place of our children in school” and “each one will have a private interpreter.""",refutes,0,Donald Trump,2024-09-23
"“400,000 workers are now in a union that were not in a union when (Biden) became president.”",supports,1,Julie Su,2024-09-23
Sen. JD Vance admitted he has a ‘rent-a-dog’ from the Trump campaign to make him “seem like a dog person.”,refutes,0,Social Media,2024-09-22
First lady Jill Biden led a Cabinet meeting for President Joe Biden and her signature appears on presidential stationery.,refutes,0,X posts,2024-09-21
Video claims to show Donald Trump in an interview with Diddy,refutes,0,TikTok posts,2024-09-20
“iPhones exploding in Lebanon blowing up random people.”,refutes,0,X posts,2024-09-20
“Attorney General Merrick Garland just vetoed charging Ryan Routh with attempted assassination” of Donald Trump.,refutes,0,TikTok posts,2024-09-20
"""Taylor Swift unexpectedly lost a $125 million brand contract after a massive advertising campaign” endorsing Vice President Kamala Harris.",refutes,0,Facebook posts,2024-09-20
“Portugal lanza monedas de 7 euros para honrar al legendario futbolista Cristiano Ronaldo”.,refutes,0,Facebook posts,2024-09-20
